,0
1309,Tania Mallet
1310,Daniela Bianchi
1311,Lotte Lenya
1312,Ursula Andress
1313,Joseph Wiseman
1314,Jack Lord
1315,Marianne Koch
1316,Wolfgang Lukschy
1317,Sieghardt Rupp
1318,Meat Loaf
1319,Jared Leto
1320,Richard Farnsworth
1321,Jane Galloway Heitz
1322,Donald Wiegert
1323,Peter Weller
1324,Nancy Allen
1325,Kurtwood Smith
1326,Joanna Cassidy
1327,Charles Fleischer
1328,Carole Bouquet
1329,Chaim Topol
1330,Julian Glover
1331,Yaphet Kotto
1332,Jane Seymour
1333,Clifton James
1334,Claudine Auger
1335,Adolfo Celi
1336,Luciana Paluzzi
1337,Catherine Keener
1338,Yuriko Ishida
1339,Kaoru Kobayashi
1340,Masahiko Nishimura
1341,Sumi Shimamoto
1342,Queen Latifah
1343,Barbara Hershey
1344,Isuzu Yamada
1345,Hiroshi Tachikawa
1346,Mel Brooks
1347,Daphne Zuniga
1348,Brian Bedford
1349,Peter Ustinov
1350,Pat Buttram
1351,Jim Belushi
1352,Rica Matsumoto
1353,Mayumi Iizuka
1354,Megumi Hayashibara
1355,Inuko Inuyama
1356,Ian McDiarmid
1357,Cecilia Roth
1358,Marisa Paredes
1359,Antonia San Juan
1360,Carlos Lozano
1361,John Forsythe
1362,Bobcat Goldthwait
1363,Lamberto Maggiorani
1364,Enzo Staiola
1365,Lianella Carell
1366,Gino Saltamerenda
1367,Ellen Hamilton Latzen
1368,Julie Kavner
1369,William Baldwin
1370,Mercedes Ruehl
1371,Amanda Plummer
1372,Kelsey Grammer
1373,Michael Clarke Duncan
1374,Philip Baker Hall
1375,Peter Fonda
1376,Antonio Mendoza
1377,Phil Spector
1378,Courtney Love
1379,Bob Zmuda
1380,Vicellous Reon Shannon
1381,Liev Schreiber
1382,Victor Jory
1383,Don Gordon
1384,Albert Hall
1385,Maggie Smith
1386,Wendy Makkena
1387,Vincent Spano
1388,Josh Hamilton
1389,Bruce Ramsay
1390,Gabrielle Anwar
1391,Dana Carvey
1392,Rob Lowe
1393,Tia Carrere
1394,Patrick Bergin
1395,Whitney Houston
1396,Michele Lamar Richards
1397,Ralph Waite
1398,Goldie Hawn
1399,Sheryl Lee
1400,Ray Wise
1401,Dana Ashbrook
1402,James Marshall
1403,Rosie Perez
1404,Tyra Ferrell
1405,Norman Reedus
1406,Sean Patrick Flanery
1407,David Della Rocco
1408,Guillaume Canet
1409,Tilda Swinton
1410,Virginie Ledoyen
1411,Radha Mitchell
1412,Cole Hauser
1413,Claudia Black
1414,Matthew Perry
1415,Virginia Cherrill
1416,Florence Lee
1417,Harry Myers
1418,Jackie Coogan
1419,Edna Purviance
1420,Albert Austin
1421,Cliff Gorman
1422,Tricia Vessey
1423,Henry Silva
1424,Frank Langella
1425,Lena Olin
1426,Emmanuelle Seigner
1427,Ron Howard
1428,Paul Le Mat
1429,John Wayne
1430,Jeffrey Hunter
1431,Albert Finney
1432,Aaron Eckhart
1433,Devon Sawa
1434,Ali Larter
1435,Kerr Smith
1436,Tim Matheson
1437,John Vernon
1438,Verna Bloom
1439,Ossie Davis
1440,Ruby Dee
1441,Richard Edson
1442,Barbara Stanwyck
1443,Porter Hall
1444,Richard Gaines
1445,Judith Hoag
1446,Elias Koteas
1447,Josh Pais
1448,Brian Tochi
1449,Bolo Yeung
1450,Roy Chiao
1451,Donald Gibb
1452,Ken Siu
1453,Tung Thanh Tran
1454,Chintara Sukapatana
1455,Jet Li
1456,Aaliyah
1457,Isaiah Washington
1458,Russell Wong
1459,Paulette Goddard
1460,Henry Bergman
1461,Tiny Sandford
1462,Bob Balaban
1463,Iben Hjejle
1464,Todd Louiso
1465,Jack Black
1466,Kenneth Branagh
1467,Armand Assante
1468,Brad Davis
1469,Irene Miracle
1470,Bo Hopkins
1471,Kathy Bates
1472,Frances Sternhagen
1473,Donatas Banionis
1474,Natalya Bondarchuk
1475,Vladislav Dvorzhetsky
1476,Peter Finch
1477,Chief Dan George
1478,Sondra Locke
1479,Elizabeth Mitchell
1480,Elpidia Carrillo
1481,Bill Duke
1482,Christian Bale
1483,Josh Lucas
1484,Rodney Dangerfield
1485,Ted Knight
1486,Jon Bon Jovi
1487,Josh Hartnett
1488,Connie Nielsen
1489,Oliver Reed
1490,Alfre Woodard
1491,Max Casella
1492,Owen Wilson
1493,Lucy Liu
1494,Georgia Hale
1495,Mack Swain
1496,Tom Murray
1497,George Lazenby
1498,Diana Rigg
1499,Telly Savalas
1500,Gabriele Ferzetti
1501,Barbara Bach
1502,Richard Kiel
1503,Caroline Munro
1504,Christopher Lee
1505,Britt Ekland
1506,Maud Adams
1507,Cleavon Little
1508,Harvey Korman
1509,Jack Nance
1510,Charlotte Stewart
1511,Allen Joseph
1512,Jeanne Bates
1513,Mario Brega
1514,Klaus Kinski
1515,Dan Hedaya
1516,Deborah Neumann
1517,Kevin Peter Hall
1518,Richard Dawson
1519,Joanne Samuel
1520,Steve Bisley
1521,Tim Burns
1522,Bruce Spence
1523,Michael Preston
1524,Max Phipps
1525,Mickey Rourke
1526,Lisa Bonet
1527,Charlotte Rampling
1528,Giovanni Ribisi
1529,Cindy Williams
1530,John Randolph Jones
1531,Jack Kehoe
1532,Biff McGuire
1533,James Hong
1534,Ramon Bieri
1535,Warren Oates
1536,Miranda Richardson
1537,Timothy Spall
1538,Imelda Staunton
1539,Anthony Anderson
1540,Richard Jenkins
1541,Jason Isaacs
1542,Diane Lane
1543,William Fichtner
1544,Carmen Electra
1545,Dave Sheridan
1546,Anna Faris
1547,Jon Abrahams
1548,Hugh Jackman
1549,Ian McKellen
1550,Halle Berry
1551,Diana Scarwid
1552,Vince Vaughn
1553,Catherine Sutherland
1554,James Gammon
1555,Ricardo Montalban
1556,Robert Goulet
1557,Kate Hudson
1558,Billy Crudup
1559,Catherine Deneuve
1560,Joel Grey
1561,Ryan Hurst
1562,Wood Harris
1563,Andrew Robinson
1564,Clare Higgins
1565,Ashley Laurence
1566,Sean Chapman
1567,Teri Polo
1568,Blythe Danner
1569,Marlon Wayans
1570,Jamie Bell
1571,Julie Walters
1572,Jean Heywood
1573,Jamie Draven
1574,Jay Mohr
1575,Aunjanue Ellis
1576,Hal Holbrook
1577,Charles Gray
1578,Lana Wood
1579,Jimmy Dean
1580,Taylor Momsen
1581,Christine Baranski
1582,Monica Bellucci
1583,Giuseppe Sulfaro
1584,Luciano Federico
1585,Matilde Piana
1586,Spencer Treat Clark
1587,John Patrick Amedori
1588,Zhang Ziyi
1589,Chang Chen
1590,Sihung Lung
1591,Laila Robins
1592,Timothy Dalton
1593,Joe Don Baker
1594,Art Malik
1595,Andreas Wisniewski
1596,Caroline Kava
1597,Holly Marie Combs
1598,Dennis Farina
1599,Vinnie Jones
1600,Alfred Molina
1601,Judi Dench
1602,Eartha Kitt
1603,Patrick Warburton
1604,Rob Brown
1605,Anna Paquin
1606,Busta Rhymes
1607,Chris Noth
1608,Paul Sanchez
1609,Saul Rubinek
1610,Amber Valletta
1611,Benjamin Bratt
1612,Michael Caine
1613,Tim Blake Nelson
1614,Jacob Vargas
1615,Sean Patrick Thomas
1616,Kerry Washington
1617,Fredro Starr
1618,John Ashton
1619,Nigel Havers
1620,Ellen Sandweiss
1621,Richard DeManincor
1622,Betsy Baker
1623,Martin Short
1624,Kevin McCarthy
1625,Corey Haim
1626,Maggie Cheung
1627,Rebecca Pan
1628,Kelly Lai Chen
1629,Mama Hung
1630,William Petersen
1631,Kim Greist
1632,Brian Cox
1633,Mark Boone Junior
1634,Vanessa Bauche
1635,Goya Toledo
1636,Alvaro Guerrero
1637,Jorge Salinas
1638,Monica Potter
1639,Dylan Baker
1640,Ethan Suplee
1641,Colin Firth
1642,Gemma Jones
1643,Jim Broadbent
1644,Steven Bauer
1645,Shannyn Sossamon
1646,Paul Bettany
1647,Kate Beckinsale
1648,Dabney Coleman
1649,Corey Burton
1650,Claudia Christian
1651,Paul Walker
1652,Michelle Rodriguez
1653,Sam Robards
1654,Jake Thomas
1655,Dominique Sanda
1656,Karim Belkhadra
1657,Max Ryan
1658,Ric Young
1659,Jessica Harper
1660,Stefania Casini
1661,Flavio Bucci
1662,Barbara Magnolfi
1663,Matthew Davis
1664,Arsenio Hall
1665,John Amos
1666,Gabriel Damon
1667,Candace Hutson
1668,Judith Barsi
1669,Will Ryan
1670,Ally Sheedy
1671,Fisher Stevens
1672,Austin Pendleton
1673,Roddy Piper
1674,Meg Foster
1675,George Buck Flower
1676,Alex Winter
1677,George Carlin
1678,Dan Shor
1679,Scarlett Johansson
1680,Brad Renfro
1681,Jack Palance
1682,Jean Louisa Kelly
1683,Anne Hathaway
1684,Heather Matarazzo
1685,Robert Schwartzman
1686,Seann William Scott
1687,Alakina Mann
1688,James Bentley
1689,Seth Green
1690,Breckin Meyer
1691,Amy Smart
1692,Gina Philips
1693,Justin Long
1694,Jonathan Breck
1695,Patricia Belcher
1696,Edward Woodward
1697,Diane Cilento
1698,Will Ferrell
1699,Steve Zahn
1700,Leelee Sobieski
1701,Jessica Bowman
1702,Jeremy Piven
1703,Bridget Moynahan
1704,Troy Garity
1705,Naomi Watts
1706,Laura Harring
1707,Ann Miller
1708,Harry Guardino
1709,Reni Santoni
1710,Robbie Coltrane
1711,Mary McCormack
1712,Jake Gyllenhaal
1713,Jena Malone
1714,Maggie Gyllenhaal
1715,Michael Badalucco
1716,Mary Gibbs
1717,Daniel Radcliffe
1718,Rupert Grint
1719,Emma Watson
1720,Stephen Dillane
1721,Jean Seberg
1722,Daniel Boulanger
1723,Van Doude
1724,Claude Mansard
1725,Gabriel Macht
1726,Charles Malik Whitfield
1727,Audrey Tautou
1728,Mathieu Kassovitz
1729,Rufus
1730,Jamel Debbouze
1731,Orlando Bloom
1732,Jamie Foxx
1733,Mario Van Peebles
1734,Dakota Fanning
1735,Samuel Le Bihan
1736,Mark Dacascos
1737,James Frain
1738,Bob Tracey
1739,Mandy Moore
1740,Shane West
1741,Anne Heche
1742,Kimberly Elise
1743,Harriet Owen
1744,Blayne Weaver
1745,Jeff Bennett
1746,Kath Soucie
1747,Jay Chandrasekhar
1748,Steve Lemme
1749,Kevin Heffernan
1750,Paul Soter
1751,Ingrid Thulin
1752,Jullan Kindahl
1753,Ray Romano
1754,Eric Mabius
1755,Ryan McCluskey
1756,Diego Luna
1757,Diana Bracho
1758,Nathan Grinberg
1759,Giselle Audirac
1760,Leonor Varela
1761,Kristen Stewart
1762,Dwight Yoakam
1763,Masayuki Mori
1764,Noriko Honma
1765,Powers Boothe
1766,Jeremy Sumpter
1767,Nia Vardalos
1768,John Corbett
1769,Lainie Kazan
1770,Michael Constantine
1771,James Franco
1772,Nicholas Hoult
1773,Hayden Christensen
1774,Daniel Studi
1775,Chopper Bernet
1776,Chris Cooper
1777,Clive Owen
1778,Chris Sanders
1779,Daveigh Chase
1780,Colin Farrell
1781,Samantha Morton
1782,Lara Flynn Boyle
1783,Gerard Butler
1784,Tyler Hoechlin
1785,Liam Aiken
1786,Rory Culkin
1787,Abigail Breslin
1788,Michael Vartan
1789,Erin Daniels
1790,Shu Qi
1791,Matt Schulze
1792,Christian Berkel
1793,Oliver Stokowski
1794,Stephan Szasz
1795,Jeremy Davies
1796,Lesley Ann Warren
1797,Rumi Hiiragi
1798,Miyu Irino
1799,Mari Natsuki
1800,Bunta Sugawara
1801,Patrick Dempsey
1802,Michael Moore
1803,Dick Clark
1804,Jacobo Arbenz
1805,Emily Watson
1806,Mary Lynn Rajskub
1807,Martin Henderson
1808,David Dorfman
1809,Tsutomu Tatsumi
1810,Ayano Shiraishi
1811,Yoshiko Shinohara
1812,Akemi Yamaguchi
1813,Karen Lynn Gorney
1814,Barry Miller
1815,Joseph Cali
1816,Johnny Knoxville
1817,Bam Margera
1818,Chris Pontius
1819,Dave England
1820,Eminem
1821,Mekhi Phifer
1822,Brian Murray
1823,David Hyde Pierce
1824,Taye Diggs
1825,Angus Macfadyen
1826,Hope Davis
1827,Barry Pepper
1828,Rosario Dawson
1829,Brendan Gleeson
1830,Anna Chlumsky
1831,Noriko Hidaka
1832,Hitoshi Takagi
1833,Chika Sakamoto
1834,Shigesato Itoi
1835,Thomas Kretschmann
1836,Frank Finlay
1837,Maureen Lipman
1838,Jerry Lewis
1839,Diahnne Abbott
1840,Sandra Bernhard
1841,Alexandre Rodrigues
1842,Leandro Firmino
1843,Phellipe Haagensen
1844,Douglas Silva
1845,Kathryn Hahn
1846,Annie Parisse
1847,Fann Wong
1848,Aidan Gillen
1849,Gabriel Mann
1850,Ellen Pompeo
1851,Eamonn Walker
1852,Albert Dupontel
1853,Jo Prestia
1854,Parminder Nagra
1855,Keira Knightley
1856,Jonathan Rhys Meyers
1857,Anupam Kher
1858,Nanako Matsushima
1859,Miki Nakatani
1860,Hiroyuki Sanada
1861,Yuko Takeuchi
1862,Sid Haig
1863,Bill Moseley
1864,Sheri Moon Zombie
1865,Karen Black
1866,Amanda Peet
1867,John Hawkes
1868,Keiko Yokozawa
1869,Mayumi Tanaka
1870,Minori Terada
1871,Kotoe Hatsui
1872,Helmut Bakaitis
1873,Catherine Bell
1874,Albert Brooks
1875,Ellen DeGeneres
1876,Alexander Gould
1877,Desmond Harrington
1878,Eliza Dushku
1879,Emmanuelle Chriqui
1880,Jeremy Sisto
1881,Tyrese Gibson
1882,Eva Mendes
1883,Judy Davis
1884,Michael Lerner
1885,Cillian Murphy
1886,Naomie Harris
1887,Noah Huntley
1888,Christopher Dunne
1889,Gabrielle Union
1890,Natalie Imbruglia
1891,Tasha de Vasconcelos
1892,Eddie Kaye Thomas
1893,Mark Harmon
1894,Harold Gould
1895,Stephen Chow
1896,Patrick Tse Yin
1897,Zhao Wei
1898,Karen Mok
1899,Finn Carter
1900,Michael Gross
1901,Rae Dawn Chong
1902,Vernon Wells
1903,Sam Rockwell
1904,Alison Lohman
1905,Bruce Altman
1906,Scott Speedman
1907,Michael Sheen
1908,Shane Brolly
1909,Dwayne Johnson
1910,Sonja Smits
1911,Deborah Harry
1912,Peter Dvorsky
1913,Jack Warden
1914,Sanaa Lathan
1915,John Billingsley
1916,Mike White
1917,Sarah Silverman
1918,David Carradine
1919,Jessica Biel
1920,Jonathan Tucker
1921,Erica Leerhsen
1922,Mike Vogel
1923,Jeremy Suarez
1924,Jason Raize
1925,Alex Frost
1926,Eric Deulen
1927,John Robinson
1928,Elias McConnell
1929,Mary Alice
1930,Zooey Deschanel
1931,Heike Makatsch
1932,Kieran Culkin
1933,George Newbern
1934,Billy Boyd
1935,Joseph Morgan
1936,Danny Huston
1937,Tony Cox
1938,Brett Kelly
1939,Bernie Mac
1940,Colin Friels
1941,Larry Drake
1942,Susanne Lothar
1943,Arno Frisch
1944,Frank Giering
1945,Stefan Clapczynski
1946,John Wood
1947,Damon Wayans
1948,Chelsea Field
1949,Noble Willingham
1950,Robert Mitchum
1951,Billy Chapin
1952,Sally Jane Bruce
1953,Takeshi Kitano
1954,Tsuyako Kinoshita
1955,Eri Ishikawa
1956,Sayaka Ikeda
1957,Paolo Bonacelli
1958,Giorgio Cataldi
1959,Umberto Paolo Quintavalle
1960,Aldo Valletti
1961,Cher
1962,Donnie Yen
1963,Yoshiko Sakakibara
1964,Hisako Kyouda
1965,Jessica Alba
1966,Joy Bryant
1967,Romeo Miller
1968,Ken Watanabe
1969,Chad Lindberg
1970,Lee Tergesen
1971,Piper Perabo
1972,Tom Welling
1973,Eileen Atkins
1974,Richard Briers
1975,Ashton Kutcher
1976,Melora Walters
1977,Elden Henson
1978,Michael Pitt
1979,Eva Green
1980,Louis Garrel
1981,Anna Chancellor
1982,Nikki Reed
1983,Vanessa Hudgens
1984,Rob Schneider
1985,Scott Mechlowicz
1986,Jacob Pitts
1987,Michelle Trachtenberg
1988,Travis Wester
1989,Maia Morgenstern
1990,Rosalinda Celentano
1991,Katrin Sass
1992,Chulpan Khamatova
1993,Maria Simon
1994,Florian Lukas
1995,Zuleikha Robinson
1996,Louise Lombard
1997,Liv Ullmann
1998,Margaretha Krook
1999,Emile Hirsch
2000,Elisha Cuthbert
2001,Timothy Olyphant
2002,Timothy Hutton
2003,Sarah Polley
2004,Jake Weber
2005,Mark Ruffalo
2006,Gena Rowlands
2007,Tzi Ma
2008,Harriet Andersson
2009,Lauren Bacall
2010,Rupert Evans
2011,Neal McDonough
2012,Kristen Wilson
2013,Yvonne De Carlo
2014,David Emge
2015,Ken Foree
2016,Gaylen Ross
2017,David Crawford
2018,Jennifer Garner
2019,Judy Greer
2020,Andy Serkis
2021,Marc Anthony
2022,Rachel McAdams
2023,Tim Meadows
2024,Ana Gasteyer
2025,Richard Roxburgh
2026,David Wenham
2027,Eric Bana
2028,Bruce Lee
2029,Sammo Hung
2030,Angela Mao
2031,Akiko Wakabayashi
2032,Karin Dor
2033,Mie Hama
2034,Louis Jourdan
2035,Kristina Wayborn
2036,Michael Beck
2037,David Patrick Kelly
2038,Dorsey Wright
2039,Andy Lau
2040,Anthony Wong
2041,Eric Tsang
2042,Kelly Chen
2043,David Proval
2044,Amy Robinson
2045,Anita Ekberg
2046,Yvonne Furneaux
2047,Alain Cuny
2048,Roberts Blossom
2049,Jack Thibeau
2050,Emmy Rossum
2051,Dash Mihok
2052,LL Cool J
2053,Kathryn Morris
2054,Clifton Collins Jr
2055,Thandie Newton
2056,Karl Urban
2057,Colm Feore
2058,Jon Heder
2059,Aaron Ruell
2060,Jon Gries
2061,Efren Ramirez
2062,Morgan Spurlock
2063,Daryl Isaacs
2064,Lisa Ganjhu
2065,Stephen Siegel
2066,Stanley Tucci
2067,Shawn Wayans
2068,Jaime King
2069,Frankie Faison
2070,Ryan Gosling
2071,Samy Naceri
2072,Marion Cotillard
2073,Emma Wiklund
2074,Manuela Gourary
2075,Stevie Wonder
2076,Vernon Dobtcheff
2077,Rodolphe Pauly
2078,Ioan Gruffudd
2079,Mads Mikkelsen
2080,Christina Applegate
2081,David Koechner
2082,Hilary Duff
2083,Jennifer Coolidge
2084,Chad Michael Murray
2085,Dan Byrd
2086,Alan Tudyk
2087,Bryce Dallas Howard
2088,Zach Braff
2089,Jada Pinkett Smith
2090,John Cho
2091,Kal Penn
2092,Neil Patrick Harris
2093,Chris Pine
2094,Chris Evans
2095,Sienna Guillory
2096,Oded Fehr
2097,James McAvoy
2098,Simon Pegg
2099,Nick Frost
2100,Kate Ashfield
2101,Lucy Davis
2102,Shane Carruth
2103,David Sullivan
2104,Casey Gooden
2105,Anand Upadhyaya
2106,Kristen Miller
2107,Masasa Moyo
2108,Paul Giamatti
2109,Thomas Haden Church
2110,Sandra Oh
2111,John Sharian
2112,Michael Ironside
2113,Michael Emerson
2114,Harry Lennix
2115,Dominique Louis
2116,Teddy Newton
2117,Michael Jeter
2118,Nona Gaye
2119,Peter Scolari
2120,Julie Christie
2121,Diane Kruger
2122,Justin Bartha
2123,Tom Kenny
2124,Rodger Bumpass
2125,Bill Fagerbakke
2126,Takeshi Kaneshiro
2127,Song Dandan
2128,Casey Affleck
2129,Thibault Verhaeghe
2130,Isabelle Delval
2131,Dennis Weaver
2132,Jacqueline Scott
2133,Eddie Firestone
2134,Lou Frizzell
2135,Minami Takayama
2136,Rei Sakuma
2137,Kappei Yamaguchi
2138,Keiko Toda
2139,Sanshi Katsura
2140,Akemi Okamura
2141,Hiroko Seki
2142,Mahito Tsujimura
2143,Takashi Tachibana
2144,Shigeru Muroi
2145,Shigeru Tsuyuguchi
2146,Keiju Kobayashi
2147,Moira Kelly
2148,Liz Callaway
2149,Bernard Farcy
2150,Ryo Ishibashi
2151,Eihi Shiina
2152,Jun Kunimura
2153,Tetsu Sawaki
2154,Alain Chabat
2155,Sacha Baron Cohen
2156,Michael Gambon
2157,Kellie Bright
2158,Bae Doona
2159,Ernie Sabella
2160,Jerry Stiller
2161,Clayton Watson
2162,Pamela Adlon
2163,Melinda Clarke
2164,Emily Browning
2165,Gaspard Ulliel
2166,Chantal Neuwirth
2167,Chizuru Ikewaki
2168,Yoshihiko Hakamada
2169,Aki Maeda
2170,Takayuki Yamada
2171,Tony Jaa
2172,Petchtai Wongkamlao
2173,Pumwaree Yodkamol
2174,Suchao Pongwilai
2175,Kad Merad
2176,Marie Bunel
2177,Maxence Perrin
2178,Thomas Blumenthal
2179,Jesper Christensen
2180,Daniel Craig
2181,Tom Hardy
2182,Colm Meaney
2183,George Harris
2184,Mitch Baker
2185,Jay Baruchel
2186,Sophie Okonedo
2187,Fana Mokoena
2188,Freddie Highmore
2189,David Kelly
2190,AnnaSophia Robb
2191,Patrick Wilson
2192,Rick Gonzalez
2193,Channing Tatum
2194,Texas Battle
2195,Bruno Ganz
2196,Alexandra Maria Lara
2197,Corinna Harfouch
2198,Ulrich Matthes
2199,Takuya Kimura
2200,Akihiro Miwa
2201,Mitsunori Isaki
2202,Yo Oizumi
2203,Kevin James
2204,Shia LaBeouf
2205,Yuen Wah
2206,Yuen Qiu
2207,Xing Yu
2208,Jimmy Bennett
2209,Michelle Horn
2210,Devon Aoki
2211,Henri Delannoy
2212,Bleuette Bernon
2213,Brunnet
2214,Depierre
2215,Martin Freeman
2216,Yasiin Bey
2217,Ryan Reynolds
2218,Melissa George
2219,Jesse James
2220,Aimee Garcia
2221,Taryn Manning
2222,Marton Csokas
2223,Jennifer Esposito
2224,Vincent Regan
2225,Chris Rock
2226,David Schwimmer
2227,Michael Irvin
2228,Paddy Considine
2229,Amber Tamblyn
2230,Alexis Bledel
2231,America Ferrera
2232,Blake Lively
2233,Adam Brody
2234,Katie Holmes
2235,Simon Baker
2236,Robert Joy
2237,Miranda Otto
2238,Justin Chatwin
2239,Charles Berling
2240,Romane Bohringer
2241,Jules Sitruk
2242,William Forsythe
2243,Nathan Fillion
2244,Gina Torres
2245,Morena Baccarin
2246,Garrett Hedlund
2247,Terrence Howard
2248,Steve Carell
2249,Romany Malco
2250,Jayma Mays
2251,Shah Rukh Khan
2252,Kajol
2253,Bill Nighy
2254,Kate Nauta
2255,Alessandro Gassman
2256,Riz Abbasi
2257,Campbell Scott
2258,Jennifer Carpenter
2259,Kate Beahan
2260,Helena Bonham Carter
2261,Tracey Ullman
2262,Charlie Hunnam
2263,Ross McCall
2264,Heidi Hayes
2265,Ashton Holmes
2266,Allie Mickelson
2267,Craig Archibald
2268,Bronwen Coleman
2269,Peter Sallis
2270,Nicholas Smith
2271,Michelle Monaghan
2272,Corbin Bernsen
2273,Richard Burgi
2274,Michelle Williams
2275,Kate Burton
2276,Tobin Bell
2277,Shawnee Smith
2278,Donnie Wahlberg
2279,Franky G
2280,Vincent Pastore
2281,Mark Strong
2282,Scott MacDonald
2283,Lucas Black
2284,Jeffrey Wright
2285,Matthew Macfadyen
2286,Rosamund Pike
2287,Simon Woods
2288,Shauna Macdonald
2289,Natalie Mendoza
2290,Alex Reid
2291,Saskia Mulder
2292,Ginnifer Goodwin
2293,Jonah Bobo
2294,Josh Hutcherson
2295,Dax Shepard
2296,Emily Mortimer
2297,William Moseley
2298,Anna Popplewell
2299,Skandar Keynes
2300,Georgie Henley
2301,Gong Li
2302,Youki Kudoh
2303,Tsai Chin
2304,Hanns Zischler
2305,David Belle
2306,Cyril Raffaelli
2307,Bibi Naceri
2308,Nicolas Woirion
2309,Tony Curran
2310,Kelly Macdonald
2311,Eliza Bennett
2312,Bruce Greenwood
2313,Moon Bloodgood
2314,Cameron Bright
2315,Vera Farmiga
2316,Jenna Stern
2317,Stephen Rea
2318,Stephen Fry
2319,Amanda Bynes
2320,Laura Ramsey
2321,Aaron Stanford
2322,Vinessa Shaw
2323,Emilie de Ravin
2324,Martina Gedeck
2325,Sebastian Koch
2326,Ulrich Tukur
2327,Thomas Thieme
2328,Carmen Maura
2329,Blanca Portillo
2330,Yohana Cobo
2331,Chus Lampreave
2332,Nora Zehetner
2333,Noah Fleiss
2334,Don Thompson
2335,Elizabeth Banks
2336,Ellen Page
2337,Odessa Rae
2338,Laurie Holden
2339,Polly Adams
2340,Trish Gates
2341,Nancy McDoniel
2342,Opal Alladin
2343,Garry Shandling
2344,Wanda Sykes
2345,Larry the Cable Guy
2346,Shohreh Aghdashloo
2347,David Hasselhoff
2348,Emily Blunt
2349,Zac Efron
2350,Ashley Tisdale
2351,Lucas Grabeel
2352,Sun Li
2353,Dong Yong
2354,Yun Qu
2355,Nathalie Kelley
2356,Sung Kang
2357,Shad Moss
2358,Paul Dano
2359,Rinko Kikuchi
2360,Adriana Barraza
2361,Ryan Newman
2362,Mitchel Musso
2363,Sam Lerner
2364,Ian McShane
2365,Gary Cole
2366,Jake Cherry
2367,Carla Gugino
2368,Jaden Smith
2369,Brian Howe
2370,Jose Pablo Cantillo
2371,Jenna Dewan
2372,Damaine Radcliff
2373,Mario
2374,Jonah Hill
2375,Adam Herschman
2376,Helen Mirren
2377,Sylvia Syms
2378,Maya Rudolph
2379,Terry Crews
2380,Rudy Youngblood
2381,Raoul Max Trujillo
2382,Gerardo Taracena
2383,Iazua Larios
2384,Ryan Dunn
2385,Ken Davitian
2386,Luenell
2387,Pamela Anderson
2388,Ivana Baquero
2389,Doug Jones
2390,Ariadna Gil
2391,Alex Angulo
2392,Melissa Sagemiller
2393,Debra Messing
2394,Simon McBurney
2395,Adam Beach
2396,John Benjamin Hickey
2397,Bahar Soomekh
2398,Ben Whishaw
2399,Simon Chandler
2400,David Calder
2401,Richard Felix
2402,Tom Hollander
2403,Paula Patton
2404,Kyle Gass
2405,Ronnie James Dio
2406,Jean Dujardin
2407,Aure Atika
2408,Philippe Lefebvre
2409,Constantin Alexandrov
2410,Kagiso Kuypers
2411,Milo Ventimiglia
2412,Geraldine Hughes
2413,Juliet Howland
2414,Ian Renwick
2415,Tammy Blanchard
2416,Kazunari Ninomiya
2417,Tsuyoshi Ihara
2418,Ryo Kase
2419,Ron Crawford
2420,Penny Balfour
2421,Matthew Barry
2422,Justin Timberlake
2423,Joseph Ruskin
2424,Alex Rocco
2425,Aaran Thomas
2426,Dominic West
2427,Patton Oswalt
2428,Lou Romano
2429,Scott Porter
2430,Brad Garrett
2431,Logan Lerman
2432,Lena Headey
2433,Scott Wilson
2434,Paul Lazar
2435,Ryan Kwanten
2436,Kate Mara
2437,Mako
2438,Tom Selleck
2439,Laurie Metcalf
2440,Nicole Sullivan
2441,Rose Byrne
2442,Boris Karloff
2443,June Foray
2444,Thurl Ravenscroft
2445,Dal McKennon
2446,Sarah Roemer
2447,Aaron Yoo
2448,Sylvie Testud
2449,Pascal Greggory
2450,Ethan Embry
2451,Frank Whaley
2452,Max Baldry
2453,Emma de Caunes
2454,Katsunosuke Hori
2455,Toru Emori
2456,Thomas Turgoose
2457,Stephen Graham
2458,Jo Hartley
2459,Andrew Shim
2460,Seth Rogen
2461,Katherine Heigl
2462,Leslie Mann
2463,James Marsden
2464,Imogen Poots
2465,Jeremy Renner
2466,Glen Hansard
2467,Hugh Walsh
2468,Gerard Hendrick
2469,Alaistair Foley
2470,Dane Cook
2471,Sean Biggerstaff
2472,Emilia Fox
2473,Shaun Evans
2474,Michael Dixon
2475,Vanessa Ferlito
2476,Sydney Tamiia Poitier
2477,Marshall Bell
2478,Toby Huss
2479,Jasmine Jessica Anthony
2480,Keeley Hawes
2481,Andy Nyman
2482,Cliff Curtis
2483,Josh Duhamel
2484,Megan Fox
2485,Rachael Taylor
2486,Jim Sturgess
2487,Joe Anderson
2488,Dana Fuchs
2489,Andy Samberg
2490,Isla Fisher
2491,Bill Hader
2492,Charlie Cox
2493,Dan Castellaneta
2494,Nancy Cartwright
2495,Yeardley Smith
2496,Patricia Clarkson
2497,Jenny Wade
2498,Marina Hands
2499,Jean Rochefort
2500,Michael Cera
2501,Jason Bateman
2502,Nicholas Art
2503,Jordan Garrett
2504,Rose McGowan
2505,Naveen Andrews
2506,Jeff Fahey
